UserID,ProductID,Rating,Timestamp
1594226,001212835,5.0,1389657600
19039,0205062040,5.0,1373846400
9834,0205062040,5.0,1382659200
8583,0205062040,5.0,1372723200
165,0205062040,4.0,1364256000
398393,0205062040,5.0,1368403200
14,0205062040,5.0,1366070400
13,0205062040,5.0,1405036800
145,0205062040,4.0,1374451200
24249,0615247881,5.0,1380672000
29376,0955793505,5.0,1251331200
3321,0955793505,2.0,1291852800
11938,0963469142,5.0,1363132800
2061,0963469142,5.0,1289952000
18,0963469142,5.0,1392940800
397,0963469142,5.0,1355097600
259005,0963469142,5.0,1403568000
2115,0963469142,5.0,1392076800
3976149,0963469142,5.0,1398470400
2445,0963469142,5.0,1389657600
1324,0963469142,5.0,1357516800
27236,0963469142,5.0,1367280000
2689608,0980966043,5.0,1340323200
1357,0980966078,4.0,1375142400
71,100100003,5.0,1361145600
286,100100003,5.0,1362096000
5833,100100003,5.0,1393372800
38,100100003,5.0,1371513600
11769,100100003,5.0,1367107200
438,100100003,5.0,1325721600
12,100100003,5.0,1373241600
2197,100100003,5.0,1377043200
288,100100003,5.0,1385337600
2416,100100003,3.0,1360886400
5185,100100003,4.0,1360627200
11,100100003,1.0,1375574400
214323,100100003,5.0,1360972800
8477,100100003,5.0,1365552000
3508749,104800001,5.0,1401753600
2283,104800001,5.0,1330560000
34,104800001,5.0,1391817600
9725,104800001,5.0,1316131200
1,104800001,5.0,1378598400
195,104800001,1.0,1384992000
3127,104800001,5.0,1390348800
315,104800001,3.0,1404259200
6,104800001,5.0,1379203200
2371,104800001,5.0,1383868800
15946,104800001,3.0,1390608000
63467,104800001,5.0,1404777600
94,104800001,5.0,1401840000
850,104800001,5.0,1389139200
3974,104800001,5.0,1396051200
129,104800001,2.0,1388966400
290,104800001,5.0,1323216000
174195,104800001,4.0,1397952000
367,104800001,5.0,1370822400
24,104800001,3.0,1378598400
402733,104800001,5.0,1390953600
2802,104800001,5.0,1391472000
291401,104800001,5.0,1379289600
3966,104800001,5.0,1403049600
0264,104800001,5.0,1329177600
2816,104800001,5.0,1391385600
12571,104800001,5.0,1365811200
03,104800001,5.0,1390780800
21,104800001,5.0,1388188800
342,104800001,5.0,1332547200
173,104800001,5.0,1392854400
142,104800001,5.0,1400112000
3557,104800001,5.0,1369958400
199,104800001,3.0,1393200000
2218,104800001,5.0,1386374400
9,104800001,5.0,1354665600
29,104800001,5.0,1393545600
20587,104800001,1.0,1397347200
6921,104800001,4.0,1393718400
3726,104800001,5.0,1363132800
386161,104800001,5.0,1372464000
1919,104800001,5.0,1362960000
17172,104800001,3.0,1395532800
30245,104800001,5.0,1404691200
38634,104800001,5.0,1397001600
16104,104800001,3.0,1387238400
1,104800001,5.0,1391731200
1570428,104800001,3.0,1354752000
362,104800001,5.0,1383696000
349,104800001,5.0,1371340800
27502,104800001,2.0,1388793600
1320,104800001,4.0,1366416000
23208,104800001,4.0,1378857600
367194,104800001,5.0,1376006400
119846,104800001,5.0,1383004800
21037,104800001,5.0,1399248000
2242,104800001,4.0,1351209600
578,104800001,5.0,1386720000
206,104800001,4.0,1383523200
564,104800001,5.0,1388102400
11,104800001,5.0,1367452800
236,104800001,5.0,1376870400
257,104800001,5.0,1379289600
284,104800001,5.0,1378252800
15829,104800001,5.0,1374278400
9338,104800001,4.0,1365033600
5185,104800001,5.0,1345075200
16155,104800001,5.0,1401667200
16090,104800001,5.0,1393200000
225,104800001,5.0,1361145600
162486,104800001,5.0,1326412800
391,104800001,5.0,1398211200
5,104800001,1.0,1373932800
8,104800001,5.0,1356566400
7,104800001,5.0,1345852800
2134,104800001,1.0,1386374400
24535,1059552957,2.0,1404345600
6675,1059552957,1.0,1399507200
1469,1059875888,1.0,1365033600
1509425,1059875934,4.0,1345593600
1604,1059875934,4.0,1371772800
709567,1059875942,4.0,1369785600
10988,1059875969,4.0,1376956800
3684,1059875985,2.0,1345939200
271,1059876086,5.0,1363824000
34072,1059877686,4.0,1377993600
2648,1059877686,5.0,1372723200
3639462,1059877686,1.0,1379980800
343,1059877686,1.0,1371081600
187,1223027090,2.0,1218672000
35554,1223027090,5.0,1198800000
1628,1223027090,1.0,1379808000
318,1223027090,4.0,1355011200
36000936,1223027090,5.0,1358121600
33098,1223027090,5.0,1247529600
29136,1223027090,5.0,1205712000
21291,1223027090,5.0,1377648000
9601,1223027090,4.0,1199923200
9985,1223027090,1.0,1352764800
5833,1223027090,5.0,1213833600
310,1223027090,5.0,1363305600
3073,1223027090,3.0,1267574400
36,1223027090,4.0,1360800000
12048,1223027090,3.0,1325894400
3481,1223027090,1.0,1260403200
1136,1223027090,5.0,1231286400
33648,1223027090,5.0,1203033600
57,1223027090,4.0,1204243200
6426,1223027090,1.0,1325721600
920,1223027090,5.0,1223856000
34,1223027090,5.0,1224720000
377374,1223027090,1.0,1215993600
158,1223027090,5.0,1206230400
9,1223027090,5.0,1201219200
40632,1223027090,1.0,1207008000
11093,1223027090,3.0,1231718400
3797,1223027090,5.0,1207958400
2229,1223027090,1.0,1379894400
348481,1223027090,4.0,1318291200
2334,1223027090,3.0,1369008000
2424,1223027090,4.0,1198368000
16,1223027090,4.0,1280188800
9,1223027090,4.0,1223856000
3795,1223027090,5.0,1309996800
35,1223027090,5.0,1223510400
1760,1223027090,4.0,1198972800
35,1223027090,4.0,1199577600
30912,1223027090,5.0,1202947200
3702,1223027090,4.0,1252800000
5839,1223027090,4.0,1299283200
1332,1223027090,4.0,1390348800
288110,1223027090,5.0,1276560000
3283,1223027090,3.0,1279756800
74473,1223027090,5.0,1198195200
9,1223027090,1.0,1325462400
28,1223027090,5.0,1199145600
4512,1223027090,3.0,1246406400
354,1223027090,1.0,1224806400
3428,1223027090,5.0,1262822400
1384,1223027090,5.0,1270512000
1242,1223027090,5.0,1199750400
1658774,1223027090,5.0,1402963200
13718,1223027090,2.0,1212883200
125,1223027090,5.0,1203552000
4520,1223027090,5.0,1221868800
2030,1223027090,4.0,1257206400
27820,1223027090,3.0,1202169600
1098,1223027090,5.0,1268524800
19909,1223027090,4.0,1305331200
31368053,1223027090,4.0,1199750400
286721,1223027090,5.0,1325980800
271,1223027090,3.0,1214265600
23,1223027090,1.0,1237939200
718,1223027090,1.0,1261526400
193,1223027090,4.0,1214179200
1175846,1223027090,5.0,1340928000
19644,1223027090,5.0,1323561600
29,1223027090,1.0,1354492800
31,1223027090,1.0,1402531200
25057,1223027090,2.0,1223078400
252,1223027090,3.0,1198886400
2561,1223027090,1.0,1286323200
2696,1223027090,5.0,1260403200
2253,1223027090,5.0,1257033600
107,1223027090,1.0,1265414400
920,1223027090,5.0,1221868800
28020,1223027090,3.0,1256428800
1403,1223027090,5.0,1240790400
234,1223027090,3.0,1321401600
46,1223027090,5.0,1359072000
1023,1223027090,5.0,1292198400
2263,1223027090,2.0,1197590400
38319,1223027090,5.0,1360972800
1,1223027090,5.0,1252713600
11734,1223027090,5.0,1231632000
2547,1223027090,4.0,1263340800
29303,1223027090,5.0,1215043200
21,1223027090,1.0,1222732800
18,1223027090,2.0,1318204800
3168828,1223027090,1.0,1285372800
6301,1223027090,4.0,1221436800
34443,1223027090,4.0,1201478400
654,1223027090,5.0,1225324800
242,1223027090,4.0,1216771200
1230647,1390485013,2.0,1394236800
1255,1390485013,5.0,1375574400
12519804,1398501980,3.0,1390521600
90,1403782555,4.0,1253577600
19937,1558706879,5.0,1405900800
151,1558706879,5.0,1103760000
06879,1558706879,3.0,1363219200
3123,1558706879,4.0,1173312000
70,1558706879,5.0,1085702400
36185430,1558706879,5.0,1405036800
136,1558706879,5.0,1404691200
009,1558706879,5.0,1359072000
26948,1558706879,5.0,1312156800
38,1558706879,3.0,1355529600
4,1558706879,4.0,1296691200
340769,1558706879,4.0,1335744000
324367,1558706879,1.0,1394064000
1440,1558706879,5.0,1278288000
1563424,1558706879,3.0,1391472000
239,1558706879,3.0,1391817600
34929,1558706879,5.0,1365465600
2880194,1558706879,4.0,1359590400
31518,1558706879,5.0,1274659200
892,1558706879,4.0,1394496000
2979,1558706879,5.0,1346889600
242167,1558706879,5.0,1369958400
382,1558706879,4.0,1397174400
31,1558706879,5.0,1370649600
9064,1558706879,4.0,1364169600
21385,1558706879,5.0,1403827200
276,1558706879,5.0,1302393600
1951793,1558706879,3.0,1362009600
2924,1558706879,4.0,1375747200
3165651,1558706879,4.0,1388188800
275956,1558706879,5.0,1400112000
182,1558706879,4.0,1200700800
1252627,1558706879,4.0,1301529600
179003,1558706879,5.0,1315785600
408876,1558706879,4.0,1125964800
114,1558706879,4.0,1387929600
24629,1558706879,5.0,1392681600
22837,1558706879,2.0,1358121600
121665,1558706879,5.0,1196812800
34006,1558706879,5.0,1264118400
249,1558706879,5.0,1362528000
246,1558706879,5.0,1392422400
1058251,1558706879,5.0,1246233600
24855,1558706879,4.0,1262563200
2492,1558706879,5.0,1267228800
78740,1558706879,4.0,1355270400
161406,1558706879,3.0,1356566400
0,1558706879,4.0,1391644800
396840,1558706879,4.0,1248825600
17832,1558706879,5.0,1404777600
1556,1558706879,4.0,1316131200
18,1558706879,5.0,1391126400
329797,1558706879,3.0,1360886400
60,1558706879,5.0,1357516800
1759384,1558706879,5.0,1356739200
13269,1558706879,5.0,1405036800
104,1558706879,4.0,1299888000
12005,1582095744,4.0,1284163200
74589,1590651529,5.0,1302566400
1227,1590651529,4.0,1367280000
297,1590651529,1.0,1326931200
174,1590651529,4.0,1344556800
3639,1590651529,1.0,1361836800
387851,1590651529,2.0,1374537600
32536,1590651529,4.0,1313452800
486,1590651529,2.0,1306281600
2933,1590651529,5.0,1368144000
16,1590651669,2.0,1326758400
3,1590651669,1.0,1326153600
14,1590651669,2.0,1305590400
1358,1590651669,5.0,1323475200
3218997,1590651669,1.0,1340582400
259,1590651669,3.0,1314835200
118323,1590651669,4.0,1335657600
250,1590651669,4.0,1281484800
26891,1590651669,5.0,1306713600
756,1590651669,1.0,1343260800
0803,1590651669,2.0,1396224000
3222,1590651669,4.0,1396828800
1278,1590651669,1.0,1331510400
1183,1590651669,5.0,1385337600
86,1590651669,3.0,1317168000
3747,1590651669,4.0,1316131200
19645,1590651669,3.0,1338768000
1947,1590651669,1.0,1335312000
8892,1590651669,5.0,1302393600
3285,1590651669,4.0,1309824000
6,1590651669,3.0,1353369600
226972,1590651669,4.0,1302825600
36,1594415196,5.0,1345852800
38,1594415196,5.0,1378166400
99196,1594415196,5.0,1362182400
32804,1600224296,5.0,1369094400
3460,1600850987,4.0,1397088000
453,1600850987,4.0,1324857600
266,1600851363,5.0,1326672000
214623,1600851363,5.0,1284768000
39312,1600853854,1.0,1389052800
3432,1600856128,5.0,1353456000
309539,160085947,5.0,1362787200
3530,160085947,5.0,1402704000
34906,160085947,4.0,1380672000
3797,160085947,4.0,1381363200
191,160085947,3.0,1358121600
33,160085947,4.0,1364515200
01,160085947,5.0,1374019200
33,160085947,5.0,1362009600
96436,1604182903,3.0,1393113600
026,1609966058,5.0,1405987200
87,1609966058,3.0,1375660800
334,1609966058,4.0,1405036800
97,1615568387,5.0,1395273600
32017,1620573180,5.0,1370476800
1211,1624420486,5.0,1379721600
3629,1624420486,5.0,1376006400
207494,1624420486,5.0,1404086400
26,1624420486,5.0,1375401600
1617,1624420486,5.0,1377043200
21166,1889207152,5.0,1335052800
2374,1891747142,1.0,1220745600
79,1891747177,4.0,1395273600
58665,1891747177,5.0,1385683200
2580,1891747177,5.0,1378598400
23106,1891747754,5.0,1362009600
6569,1891747851,1.0,1323216000
71736,1891747851,3.0,1309996800
5906,1891747851,5.0,1364428800
217,1891747851,1.0,1322265600
385346025,1891747851,5.0,1378944000
2034,1891747851,5.0,1257206400
388,1891747851,2.0,1248739200
1338266,1891747851,5.0,1263513600
1561,1891747851,5.0,1330214400
104966,1891747851,1.0,1320883200
374,1891747851,1.0,1250812800
26721,1891747851,5.0,1241827200
2740,1891747851,5.0,1195776000
24,1891747851,5.0,1212364800
1880,1891747851,1.0,1380412800
30428,1891747851,4.0,1293580800
6103,1891747851,1.0,1317600000
34171682,1891747851,5.0,1241136000
13,1891747851,5.0,1269820800
18298,1891747851,5.0,1269734400
30,1891747851,3.0,1357948800
31,1891747851,5.0,1390608000
255,1891747851,5.0,1312070400
37,1891747851,5.0,1382313600
12,1891747851,4.0,1222732800
14,1891747851,5.0,1277510400
21,1891747851,5.0,1294617600
18570,1891747851,4.0,1236556800
159,1891747851,2.0,1365292800
2,1891747851,5.0,1238716800
12,1891747851,5.0,1321574400
3732,1891747851,1.0,1358294400
1268,1891747851,3.0,1354838400
18792,1891747851,1.0,1381017600
12458,1891747851,3.0,1370390400
3004360,1891747851,2.0,1316649600
2,1891747851,5.0,1302998400
1211,1891747851,3.0,1377302400
94,1891747851,4.0,1273104000
171,1891747851,5.0,1266451200
38891,1891747851,5.0,1260921600
277,1891747851,5.0,1218153600
302,1891747851,4.0,1285027200
2234,1891747851,4.0,1225843200
24374,1891747851,5.0,1285718400
39091,1891747886,5.0,1382400000
22136,1891747886,5.0,1391990400
20690,1891747886,4.0,1345593600
332,1891747886,5.0,1261872000
3433,1891747886,5.0,1341273600
11884,1891747886,5.0,1390262400
3630,1891747886,4.0,1316217600
3440,1891747886,5.0,1219708800
321185,1891747886,5.0,1279929600
281,1891747886,4.0,1374710400
27073,1891747886,5.0,1235952000
19017,1891747886,4.0,1300579200
39767,1891747886,2.0,1283644800
248675,1891747886,1.0,1216252800
309,1891747886,5.0,1366934400
87,1891747886,3.0,1306627200
36,1891747886,5.0,1232150400
380887,1891747886,5.0,1328400000
16638,1891747886,1.0,1207440000
30,1891747886,5.0,1397952000
187,1891747886,5.0,1310774400
1733,1891747886,5.0,1360972800
322,1891747886,5.0,1327968000
27438,1891747886,5.0,1368662400
2811,1891747886,5.0,1315612800
177,1891747886,5.0,1347321600
36814,193283611,5.0,1330560000
3821,193283611,5.0,1351641600
86,193283611,5.0,1366156800
239884,193283611,5.0,1256256000
5679,193283611,5.0,1295049600
3878,193283611,5.0,1261008000
226,193283611,5.0,1268697600
12,193283611,5.0,1322438400
282853,193283611,4.0,1237680000
361270,193283611,5.0,1233705600
181149,193283611,5.0,1224633600
192,193283611,4.0,1203379200
34067,193283611,5.0,1323302400
3913,193283611,5.0,1273104000
206311,193283611,5.0,1178496000
1348,193283611,3.0,1326931200
2943747,193283611,5.0,1310601600
25664,193283611,5.0,1229212800
355078,193283611,5.0,1236643200
12309,193283611,3.0,1234051200
3726,193283611,5.0,1399334400
1796,193283611,5.0,1264809600
318,1932836128,5.0,1355011200
33098,1932836128,5.0,1247529600
16,1932836128,1.0,1296691200
15176,1932836128,5.0,1268092800
361,1932836128,5.0,1212364800
34,1932836128,5.0,1224720000
226566,1932836128,2.0,1263168000
55,1932836128,5.0,1325462400
11093,1932836128,3.0,1236124800
317391,1932836128,5.0,1337385600
2829,1932836128,5.0,1266192000
29915,1932836128,5.0,1229817600
30912,1932836128,5.0,1200009600
32202,1932836128,5.0,1266019200
198,1932836128,5.0,1220659200
288110,1932836128,5.0,1276560000
90,1932836128,5.0,1205971200
3183,1932836128,5.0,1295308800
310000,1932836128,5.0,1397865600
531087,1932836128,5.0,1261267200
198,1932836128,4.0,1381881600
345,1932836128,5.0,1370390400
46,1932836128,5.0,1359072000
3168828,1932836128,3.0,1285372800
389962,1932836128,5.0,1287964800
3726,1932836128,5.0,1399334400
6012,1932836373,1.0,1204761600
29,1932836373,3.0,1202601600
1,1932836373,5.0,1241395200
22164,1932836454,5.0,1293494400
342,1932836454,5.0,1227916800
2012,1932836454,5.0,1244419200
1998,1932836489,5.0,1261267200
1096,1932836489,1.0,1207958400
321,1932836489,2.0,1234310400
66311,1932836489,1.0,1259539200
355078,1932836489,1.0,1225152000
